geometry,name,shop,brand,brand:wikidata,disused:amenity,old_brand,old_name,opening_hours,brand:wikipedia,branch,addr:city,addr:housenumber,addr:postcode,addr:street,addr:suburb,check_date,cuisine,alt_name,organic,wheelchair,changing_table,level,operator,website,payment:cash,payment:coins,payment:notes,loc_name,phone,payment:american_express,payment:credit_cards,payment:debit_cards,payment:maestro,payment:mastercard,payment:telephone_cards,payment:visa,payment:visa_debit,payment:visa_electron,addr:housename,addr:country,ref:vatin,internet_access,check_date:opening_hours,not:brand:wikidata,name:en,note,payment:elo,toilets:wheelchair,access,addr:state,contact:facebook,contact:phone,contact:website,name:pt,description,mapillary,old_alt_name,old_contact:website,wholesale,email,source,contact:instagram,contact:twitter,contact:youtube,operator:wikidata,operator:wikipedia,entrance,name:ja,old_name:pt,fax,gps,site_name,start_date,payment:pix,delivery,parking,addr:district,addr:subdistrict,air_conditioning,currency:BRL,disused:shop,amenity,female_owner,lgbtq,name:fr,bus,gtfs_id,highway,network,network:wikidata,route_ref,fuel:biogas,fuel:cng,fuel:electricity,toilets,toilets:access,building,check_date:currency:XBT,country,image,mobile,nat_name,official_name,payment:cards,payment:contactless,survey:date,payment:app,payment:apple_pay,second_hand,stroller,addr:floor,diet:vegan,diet:vegetarian,lunch,name:zh,landuse,self_checkout,height,building:levels,wikidata,wikipedia,wikipedia:pt,roof:colour,roof:shape,old_operator,short_name,fuel:diesel,fuel:ethanol,fuel:octane_87,fuel:octane_91,reg_name,barrier,contact:email,layer,opening_hours:covid19,payment:voucher_meal,payment:voucher,contact:whatsapp,disused:tourism,fixme,roof:material,fuel:octane_95,fuel:octane_98,fuel:etanol_comum,fuel:gasoline_87,self_service,compressed_air,old_loc_name,building:colour,payment:google_pay,building:levels:underground,surface,disused:office,contact:mobile,smoking,payment:sodexo,payment:prepaid_ticket,area,wikimedia_commons,building:material,building:use,cash_withdrawal,cash_withdrawal:currency,cash_withdrawal:foreign_cards,cash_withdrawal:purchase_minimum,cash_withdrawal:type,company,public_transport,indoor,dispensing,payment:nfc,room,roof:height,payment:edenred_card,payment:meal_voucher,payment:pluxee,payment:qr_code,payment:samsung_pay,payment:vr_alimentação,type
"POLYGON ((-46.7313139 -23.5293136, -46.731588 -23.5290433, -46.731853 -23.5292692, -46.7315788 -23.5295395, -46.7313139 -23.5293136))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,,pt:Pão de Açúcar (supermercado brasileiro),,São Paulo,845A,05305-011,Avenida Imperatriz Leopoldina,Vila Leopoldina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6788127 -23.6010242, -46.6787228 -23.601067, -46.6785654 -23.600781, -46.6786608 -23.6007364, -46.6788127 -23.6010242))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,"Mo-Sa 07:00-22:00, Su 08:00-20:00",pt:Pão de Açúcar (supermercado brasileiro),,São Paulo,482,04548-003,Avenida Doutor Cardoso de Melo,Vila Olímpia,,,,,,,,,https://www.paodeacucar.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7169795 -23.5405635, -46.716844 -23.5405582, -46.7168245 -23.5407951, -46.7169645 -23.5408098, -46.7169795 -23.5405635))",Lodetti Supermercado,supermarket,,,,,,,,,São Paulo,2360,05468-140,Rua Pio XI,Alto da Lapa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5659126 -23.5468697, -46.5657195 -23.5468326, -46.5656947 -23.5469576, -46.5658845 -23.5469965, -46.5659126 -23.5468697))",Empório São Judas,convenience,,,,,,,,,São Paulo,941,03310-000,Rua Itapura,Vila Gomes Cardim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6982112 -23.5282518, -46.6982112 -23.5286584, -46.698239 -23.5286582, -46.6982898 -23.5286578, -46.698526 -23.528656, -46.698576 -23.5286569, -46.6986361 -23.5286579, -46.6986376 -23.528658, -46.6986367 -23.5283552, -46.6986364 -23.5282519, -46.6982112 -23.5282518))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,Mo-Su 08:00-22:00,,,São Paulo,671,05051-000,Rua Tito,Vila Romana,,,,,,,,,https://www.paodeacucar.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6845434 -23.5292456, -46.6844926 -23.5292776, -46.6844542 -23.5292265, -46.6845051 -23.5291945, -46.6845434 -23.5292456))",Empório Cerealista Pompéia,convenience,,,,,,,,,São Paulo,510,05022-000,Avenida Pompeia,Vila Pompéia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mercado Natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.684982 -23.530662, -46.6848961 -23.5305448, -46.6846583 -23.5306855, -46.6846052 -23.530717, -46.6846576 -23.5307902, -46.6846607 -23.5307945, -46.6846923 -23.5308387, -46.684982 -23.530662))",Dia,supermarket,Dia,Q925132,,,,,,,São Paulo,663,05023-000,Avenida Pompeia,Vila Pompéia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6821333 -23.533935, -46.6819733 -23.5340386, -46.6819395 -23.5339947, -46.6820995 -23.5338911, -46.6821333 -23.533935))",Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,,,São Paulo,654,05019-000,Rua Diana,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6864416 -23.535826, -46.6863698 -23.5357285, -46.6866501 -23.5355552, -46.6867218 -23.5356527, -46.6864416 -23.535826))",Dia,supermarket,Dia,Q925132,,,,,,,São Paulo,994,05021-010,Rua Tucuna,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6853929 -23.5370232, -46.6853314 -23.5370598, -46.6854358 -23.537207, -46.6854972 -23.5371704, -46.6853929 -23.5370232))",Carrefour Express,convenience,Carrefour Express,Q2940190,,,,Mo-Su 09:00-22:00,,,São Paulo,1109,05019-011,Avenida Professor Alfonso Bovero,Perdizes,2025-04-12,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6818966 -23.5418781, -46.6818753 -23.5418715, -46.6818567 -23.5419222, -46.6818779 -23.5419287, -46.6818966 -23.5418781))",Kibo Produtos Orientais & Naturais,convenience,,,,,,,,,São Paulo,420,01254-000,Avenida Professor Alfonso Bovero,Perdizes,2025-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6830574 -23.540164, -46.682898 -23.5399409, -46.6828603 -23.5400119, -46.6829998 -23.5401992, -46.6830574 -23.540164))",Dia,supermarket,Dia,Q925132,,,,,,,São Paulo,647,05019-011,Avenida Professor Alfonso Bovero,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6838082 -23.5366437, -46.6837923 -23.5366227, -46.6837722 -23.5366357, -46.6837873 -23.5366562, -46.6838082 -23.5366437))",Jokeka Shop Mercearia,convenience,,,,,,,,,São Paulo,996,05019-000,Rua Diana,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6846749 -23.5357197, -46.6845554 -23.5357967, -46.6845132 -23.5357417, -46.6846328 -23.5356647, -46.6846749 -23.5357197))",Oxxo,convenience,Oxxo,Q1342538,,,,,,,São Paulo,957,05020-000,Rua Caraíbas,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6857771 -23.5417777, -46.6857134 -23.5418158, -46.6858672 -23.5420257, -46.6859295 -23.5419871, -46.6857771 -23.5417777))",Ágape Supermercados,supermarket,,,,,,,,,São Paulo,326,01259-000,Rua Havaí,Sumaré,2025-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6866703 -23.5428594, -46.6866192 -23.5428929, -46.6866092 -23.5428801, -46.6866603 -23.5428466, -46.6866703 -23.5428594))",Mercadinho Cayowaá,convenience,,,,,,,,,São Paulo,1755,01258-011,Rua Cayowaá,,2025-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6788526 -23.533082, -46.6788668 -23.5330727, -46.6788907 -23.5330569, -46.6790196 -23.5329738, -46.6789893 -23.5329326, -46.6789489 -23.5328775, -46.678893 -23.5329144, -46.6787018 -23.5330419, -46.6787744 -23.5331344, -46.6788526 -23.533082))",Dia,supermarket,Dia,Q925132,,,,,,,São Paulo,270,05018-010,Rua Aimberê,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7451968 -23.6818214, -46.7452415 -23.6819132, -46.7451829 -23.6819371, -46.7451382 -23.6818453, -46.7451968 -23.6818214))",Casa do Norte,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7450835 -23.68212, -46.7450731 -23.6820743, -46.7451723 -23.6820553, -46.7451827 -23.682101, -46.7450835 -23.68212))",Mercadinho da Beth,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7449496 -23.6830945, -46.7450593 -23.6831018, -46.7450606 -23.6830851, -46.7449509 -23.6830778, -46.7449496 -23.6830945))",Mercadinho NF,convenience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6790784 -23.5352579, -46.6789805 -23.5353152, -46.6790633 -23.5354342, -46.6791612 -23.535377, -46.6790784 -23.5352579))",Mini Extra,convenience,Mini Extra,Q5422131,,,,,,,São Paulo,1294,05010-000,Rua Caiubi,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.594461 -23.5583866, -46.5943525 -23.558434, -46.5944858 -23.5586906, -46.5945943 -23.5586432, -46.594461 -23.5583866))",Mini Extra,convenience,Mini Extra,Q5422131,,,,,,,São Paulo,165,03183-000,Rua Cuiabá,Alto da Mooca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6389959 -23.5407367, -46.6389193 -23.5406879, -46.6389009 -23.5407123, -46.6389774 -23.540761, -46.6389959 -23.5407367))",Mini Mercado Extra,convenience,Mini Mercado Extra,Q5422131,,,,,,,São Paulo,212,01206-000,Avenida Rio Branco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5843072 -23.5687078, -46.5844267 -23.5687032, -46.5844199 -23.5686013, -46.5842965 -23.568607, -46.5843072 -23.5687078))",Mini Extra,convenience,Mini Extra,Q5422131,,,,,,,São Paulo,2224,03195-000,Rua do Oratório,Mooca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5914977 -23.569939, -46.5914563 -23.569905, -46.5913951 -23.5699659, -46.5914353 -23.5700007, -46.5914977 -23.569939))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,,,,São Paulo,337 L2,03124-021,Rua Juventus,Parque da Moóca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5919123 -23.5694518, -46.5919918 -23.5693726, -46.592034 -23.5694085, -46.5919533 -23.5694883, -46.5919123 -23.5694518))",Urizun Produtos Orientais,convenience,,,,,,,,,São Paulo,337 L11,03124-021,Rua Juventus,Parque da Moóca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6878848 -23.7168679, -46.6878038 -23.7169014, -46.6877853 -23.716864, -46.6878664 -23.7168305, -46.6878848 -23.7168679))",VR Mini Mercado,convenience,,,,,,,,,São Paulo,580,04812-090,Avenida Gonçalo de Paiva Gomes,Jardim Republica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6770154 -23.5323987, -46.6768204 -23.5325249, -46.6770082 -23.532769, -46.6772033 -23.5326428, -46.6770154 -23.5323987))",Oba,supermarket,,,,,,,,,São Paulo,104,05017-000,Rua Apinajés,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6811384 -23.5395303, -46.6810404 -23.5395923, -46.6810728 -23.5396353, -46.6811707 -23.5395733, -46.6811384 -23.5395303))",Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,,,São Paulo,178,05017-040,Rua Piracuama,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6822047 -23.5404314, -46.6823124 -23.5405904, -46.6822705 -23.5406855, -46.68212 -23.5406352, -46.6822047 -23.5404314))",Pão de Açúcar,supermarket,Pão de Açúcar,Q3411543,,,,,pt:Pão de Açúcar (supermercado brasileiro),,São Paulo,566,01254-000,Avenida Professor Alfonso Bovero,Perdizes,2025-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6235071 -23.5023346, -46.6233514 -23.5023372, -46.6233524 -23.5023884, -46.6235082 -23.5023857, -46.6235071 -23.5023346))",Carrefour Express,convenience,Carrefour,Q217599,,,,Mo-Su06:00-24:00,,,São Paulo,432,02034-001,Rua Ezequiel Freire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q2940190,,,,,,,,,,,,468759574356976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6761718 -23.5335644, -46.6761491 -23.5335786, -46.6761143 -23.5335317, -46.6761371 -23.5335176, -46.6761718 -23.5335644))",Mercadinho Apíacás,convenience,,,,,,,,,São Paulo,140,05017-020,Rua Apiacás,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6740432 -23.5357947, -46.6740375 -23.5357285, -46.6738854 -23.5355526, -46.6736796 -23.535684, -46.6736965 -23.5357051, -46.6737119 -23.5357246, -46.6737396 -23.5357609, -46.6737444 -23.5357672, -46.6737855 -23.535821, -46.6738098 -23.5358527, -46.6738422 -23.5358951, -46.6738576 -23.5359152, -46.6739006 -23.5358872, -46.6739269 -23.5358702, -46.6739621 -23.5358474, -46.6739935 -23.535827, -46.6740432 -23.5357947))",St. Marche,supermarket,,,,,,,,,São Paulo,721,,Avenida Sumaré,Perdizes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5911133 -23.5023693, -46.591093 -23.5023334, -46.5910904 -23.5022795, -46.5910454 -23.502276, -46.5910304 -23.5023112, -46.5910304 -23.5023537, -46.5910454 -23.5023854, -46.591063 -23.5024063, -46.5911133 -23.5023693))",Oxxo,convenience,Oxxo,Q1342538,,,,24/7,,,São Paulo,1509,02127-001,Avenida Alberto Byington,Vila Munhoz,,,,,,,,,,yes,yes,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6077848 -23.5392704, -46.6077352 -23.5392632, -46.6076908 -23.5392568, -46.6076822 -23.539311, -46.6077736 -23.5393248, -46.6077848 -23.5392704))",Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,fr:Carrefour Express,,São Paulo,480,03014-000,Avenida Celso Garcia,,,,,,,,,Groupe Carrefour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q3117359,fr:Groupe Carrefour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6097649 -23.5392504, -46.6097101 -23.5394382, -46.6096084 -23.5394137, -46.6096006 -23.5393928, -46.6096501 -23.5392193, -46.6097649 -23.5392504))",Dia,supermarket,Dia,Q925132,,,,,,,São Paulo,279,03015-000,Avenida Celso Garcia,Brás,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6461116 -23.5701807, -46.6460977 -23.5701654, -46.6460016 -23.5702384, -46.6460155 -23.5702537, -46.6461116 -23.5701807))",Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,fr:Carrefour Express,,São Paulo,177,01311-000,Avenida Paulista,Bela Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6675971 -23.5292857, -46.6675236 -23.5293258, -46.6676526 -23.5295245, -46.6677261 -23.5294844, -46.6675971 -23.5292857))",Carrefour Express,convenience,Carrefour Express,Q2940190,,,,,,,São Paulo,476,05001-000,Avenida Francisco Matarazzo,Barra Funda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5940981 -23.5479235, -46.5937685 -23.5482197, -46.5940828 -23.548477, -46.5943569 -23.5482314, -46.5943757 -23.5482161, -46.5943786 -23.5481996, -46.5943806 -23.5481877, -46.5940981 -23.5479235))",Hirota Food,supermarket,,,,,,,,,São Paulo,1058,03166-001,Rua Taquari,Belenzinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
