geometry,amenity,name,operator,operator:wikidata,landuse,military,operator:short,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,website,addr:suburb,check_date,wheelchair,note,phone,police,seasonal,information,tourism,name:pt,addr:country,addr:state,short_name,entrance,email,fax,level,nohousenumber,source,start_date,operator:en,operator:pt,operator:wikipedia,description,alt_name,building,layer,building:levels,height,contact:phone,contact:website,barrier,roof:colour,roof:shape,office,inscription,min_height,addr:place,smoking,name:en,disused:government,disused:office,old_name,ele,fixme,payment:account_cards,payment:american_express,payment:amex,payment:cards,payment:cheque,payment:coins,payment:credit_cards,payment:debit_cards,payment:diners_club,payment:discover_card,payment:dkv,payment:electronic_purses,payment:girocard,payment:maestro,payment:mastercard,payment:notes,payment:pikepass,payment:uta,payment:visa,payment:visa_debit,payment:visa_electron,wikidata,wikipedia,operator:wikimedia_commons,payment:cash,payment:contactless,payment:cryptocurrencies,access,leisure,wikimedia_commons,area,operator:type,addr:district,lit,surface,type,official_name,loc_name
"POLYGON ((-46.6248576 -23.5337431, -46.6248604 -23.5342013, -46.6248621 -23.5343258, -46.6245856 -23.5343964, -46.6245589 -23.534308, -46.6244199 -23.5338471, -46.6248576 -23.5337431))",police,Polícia Militar de Trânsito,,,,,,São Paulo,2023,01107-000,Avenida do Estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7229374 -23.5604668, -46.7228794 -23.5604938, -46.7229418 -23.5606066, -46.7229998 -23.5605797, -46.7229374 -23.5604668))",police,Posto da Guarda Universitária,,,,,,,,,,,,,2025-07-10,,,,,,,,,,,,,,,,,,,,,,,,yes,,,3.39,,,,,,,Base 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5323173 -23.5892759, -46.5322403 -23.5892681, -46.5322244 -23.5894011, -46.5323013 -23.5894088, -46.5323173 -23.5892759))",police,Policia Militar 19ª BPM 3ªCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7227149 -23.571558, -46.7227623 -23.5715976, -46.7228717 -23.571487, -46.7228276 -23.57145, -46.7227149 -23.571558))",police,3ª Cia,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7167588 -23.5693413, -46.7165159 -23.5692588, -46.716487 -23.5692496, -46.7160954 -23.5691697, -46.7160183 -23.5693571, -46.7160829 -23.5693843, -46.7163569 -23.5694997, -46.716373 -23.5694727, -46.7164428 -23.5695022, -46.7164287 -23.5695286, -46.7165224 -23.5695685, -46.716631 -23.5696147, -46.7167588 -23.5693413))",courthouse,Foro Regional do Butantã,,,,,,São Paulo,150,05582-000,Avenida Vital Brasil,,,,,,,,,,,,,BR,SP,,,,,,,,,,,,,,yes,,,11.99,+55 11 3721-6830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6565484 -23.5604995, -46.6568122 -23.5607554, -46.6566917 -23.560861, -46.6564279 -23.560605, -46.6565484 -23.5604995))",courthouse,Justiça Federal Fórum Ministro Pedro Lessa,,,,,,São Paulo,1682,01310-200,Avenida Paulista,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,,66.651,,,,,,,,9.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6566903 -23.5603064, -46.6567175 -23.5603326, -46.6567569 -23.5603706, -46.6567977 -23.5604099, -46.6568139 -23.5604255, -46.6569329 -23.5603206, -46.656811 -23.560203, -46.6567157 -23.5602846, -46.6566903 -23.5603064))",courthouse,Justiça Federal,,,,,,São Paulo,768,01409-000,Rua Peixoto Gomide,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,45.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7734314 -23.4414909, -46.7734227 -23.4415031, -46.7733747 -23.4414743, -46.7733858 -23.4414613, -46.7733243 -23.4414212, -46.7733768 -23.4413534, -46.7735593 -23.4414722, -46.7735069 -23.44154, -46.7734314 -23.4414909))",police,Polícia Rodoviária Estadual,Polícia Rodoviária do Estado de São Paulo,Q7665658,,,,,,,,,,,,,,,traffic_police,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,Rodoanel Mário Covas - km 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6608623 -23.5192269, -46.6608918 -23.5188976, -46.6606899 -23.5188829, -46.6595779 -23.5188016, -46.6595911 -23.5186366, -46.6594667 -23.5186264, -46.6594521 -23.5187925, -46.6593682 -23.5187873, -46.659216 -23.5205465, -46.6592094 -23.5206226, -46.6601677 -23.5206917, -46.6607322 -23.5207324, -46.6608567 -23.5192762, -46.6608623 -23.5192269))",courthouse,Fórum Criminal Ministro Mário Guimarães,,,,,,São Paulo,313,,Avenida Doutor Abraão Ribeiro,,,Barra Funda,,,,+55 11 2127-9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6502618 -23.5462361, -46.6498282 -23.5462452, -46.6498327 -23.5464272, -46.6499226 -23.5464261, -46.6499203 -23.5463299, -46.6499631 -23.546329, -46.6499654 -23.5464255, -46.6500117 -23.5464249, -46.6500856 -23.546424, -46.6501223 -23.5464236, -46.6501312 -23.5464234, -46.6501296 -23.5463606, -46.6501723 -23.5463598, -46.6501739 -23.5464229, -46.6502035 -23.5464225, -46.6502679 -23.5464217, -46.650265 -23.5463326, -46.6502618 -23.5462361))",courthouse,Tribunal de Justiça Militar,,,,,,,,,,Mo-Fr 11:00-19:00,,,,limited,,,,,,,,,,,,,,,,,,,,,,,yes,,,18.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6490288 -23.5452886, -46.6490457 -23.5453007, -46.6490908 -23.5452987, -46.6490692 -23.5452672, -46.6490281 -23.5452654, -46.6490288 -23.5452886))",police,Base Comunitária de Segurança,Polícia Militar do Estado de São Paulo,Q10351025,,,PMESP,,,,Rua Major Sertório,24/7,https://www.policiamilitar.sp.gov.br/institucional/policiamento-comunitario,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,1,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6454105 -23.539638, -46.6453037 -23.5396968, -46.6451889 -23.53976, -46.6453359 -23.5398687, -46.645534 -23.539754, -46.6454105 -23.539638))",police,Departamento de Polícia de Proteção à Cidadania,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,1247,01035-100,Avenida São João,,,,,,,,,,,,,,,DPPC,,,,,,,,,,,,,yes,,,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6398078 -23.539317, -46.6396911 -23.5392404, -46.6395792 -23.5393854, -46.6396959 -23.5394619, -46.6398078 -23.539317))",police,3ª Delegacia de Polícia,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,322,01209-000,Rua Aurora,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,23.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6364517 -23.5384216, -46.6364966 -23.5384404, -46.6364822 -23.5384697, -46.6364615 -23.5384611, -46.6364317 -23.5385215, -46.6364525 -23.5385304, -46.6364353 -23.5385651, -46.6364489 -23.5385709, -46.6365759 -23.5385356, -46.6365977 -23.5384906, -46.6366175 -23.5384497, -46.6364659 -23.5383931, -46.6364517 -23.5384216))",police,Divisão de Esporte e Cultura (DEC) da Guarda Civil Metropolitana,Guarda Civil Metropolitana,Q111137534,,,,São Paulo,120,01212-030,Rua General Couto de Magalhães,,,,,,,+55 11 3209-6694,,,,,,,,,,,,,,,,,,,,,yes,,,8.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6368675 -23.5354806, -46.6367098 -23.5354878, -46.6366273 -23.5354916, -46.6366291 -23.5356249, -46.6368705 -23.5356183, -46.6368691 -23.5355531, -46.6368684 -23.5355226, -46.6368675 -23.5354806))",police,Comando Geral da Guarda Civil Metropolitana,Guarda Civil Metropolitana,Q111137534,,,,São Paulo,444,01212-030,Rua General Couto de Magalhães,24/7,http://www.prefeitura.sp.gov.br,,,,,+55 11 3396-5900,,,,,,,,,,,,,,,,,,,,,yes,,,23.45,,,,,,,,,,,General Command of the Metropolitan Civil Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6425767 -23.5330162, -46.6426432 -23.533059, -46.6426708 -23.5330205, -46.6426967 -23.5330363, -46.6427172 -23.5330078, -46.642772 -23.5330412, -46.6428063 -23.5329933, -46.6427489 -23.5329581, -46.6427764 -23.5329197, -46.6426857 -23.5328644, -46.6425767 -23.5330162))",police,Base Comunitária de Segurança POLÍCIA MILITAR,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,2.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6571241 -23.5208858, -46.6556549 -23.5208525, -46.6556199 -23.5219488, -46.6561171 -23.5219677, -46.6562592 -23.5219731, -46.6571241 -23.5208858))",courthouse,Tribunal Regional do Trabalho da Segunda Região - Unidade Administrativa 2,,,,,,,500,,Rua James Holland,,http://www.trtsp.jus.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6338668 -23.5558448, -46.6338362 -23.5558431, -46.6338333 -23.5558899, -46.6337845 -23.5558873, -46.633774 -23.5560537, -46.6338496 -23.5560578, -46.633882 -23.5560595, -46.6338954 -23.5558463, -46.6338668 -23.5558448))",courthouse,Vara de Execuções Fiscais,,,,,,São Paulo,35,01510-010,Praça Almeida Júnior,,,Liberdade,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,41.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6367991 -23.5389763, -46.6368778 -23.5389732, -46.6369535 -23.5389933, -46.6370183 -23.5390345, -46.6370653 -23.5390925, -46.6370898 -23.5391612, -46.637089 -23.5392335, -46.6370632 -23.5393017, -46.6370149 -23.5393589, -46.6369465 -23.5394001, -46.6368669 -23.5394183, -46.6367854 -23.5394112, -46.6367109 -23.5393798, -46.636652 -23.5393276, -46.6366153 -23.5392604, -46.6366049 -23.5391859, -46.6366221 -23.5391124, -46.6366648 -23.5390483, -46.6367255 -23.5390022, -46.6367991 -23.5389763))",police,Edifício Garagem Alfredo Issa,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,,,Praça Alfredo Issa,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,36,,,,,,,,,,outside,,public_service,government,Poupatempo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6508236 -23.5789744, -46.6508047 -23.5793385, -46.6509461 -23.5793446, -46.6509649 -23.5789805, -46.6508236 -23.5789744))",police,DECAP - 2ª Delegacia Seccional de Polícia - 36º DP,Polícia Civil do Estado de São Paulo,Q10350993,,,,,,04007-005,Rua Tutóia,,,,,,,+55 11 3884 0267,,,,,,,,,,spaulo.dp036@policiacivil.sp.gov.br,,,,,,,,,,,yes,,,5.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6396206 -23.5694826, -46.6396159 -23.5694437, -46.6395903 -23.5694456, -46.6394991 -23.5694525, -46.6394649 -23.5694551, -46.6393513 -23.5694637, -46.639343 -23.5694644, -46.6393514 -23.56954, -46.6393615 -23.5696313, -46.6397177 -23.5695975, -46.6397199 -23.5695632, -46.6396998 -23.5695648, -46.6397039 -23.569475, -46.6396206 -23.5694826))",courthouse,Juizado Especial Cível Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,3.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4453444 -23.5088375, -46.4448241 -23.5087907, -46.4445643 -23.5094986, -46.4441789 -23.5102948, -46.4443494 -23.5103171, -46.4446566 -23.5103466, -46.444753 -23.5103145, -46.4450628 -23.5097082, -46.4452185 -23.5093886, -46.4453444 -23.5088375))",courthouse,Fórum de São Miguel,,,,,,,,,Avenida Afonso Lopez de Baião,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6196038 -23.5457006, -46.6194092 -23.5459777, -46.6200386 -23.5463534, -46.6202332 -23.5460763, -46.6196038 -23.5457006))",courthouse,Poder Judiciário - Fórum Brás,Tribunal de Justiça do Estado de São Paulo,Q125454187,,,,São Paulo,105,03042-001,Rua Piratininga,,,Brás,,,,,,,,,,,,,,,,,,pmsp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.614561 -23.6083384, -46.6140782 -23.6079772, -46.6138717 -23.608336, -46.6142338 -23.6086211, -46.6143035 -23.6084884, -46.6144269 -23.608336, -46.6145047 -23.6083827, -46.614561 -23.6083384))",police,Policia Cívil - Divisão de Transportes,Polícia Civil do Estado de São Paulo,Q10350993,,,,,,,Rua Doutor Malta Cardoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.688273 -23.5522349, -46.6881964 -23.5523468, -46.6882101 -23.5523548, -46.6882016 -23.5523672, -46.688187 -23.5523587, -46.6881575 -23.5524019, -46.688341 -23.5525086, -46.6884166 -23.5523982, -46.6884022 -23.5523898, -46.6884094 -23.5523793, -46.6884246 -23.5523881, -46.6884569 -23.5523409, -46.6883406 -23.5522733, -46.6883316 -23.5522865, -46.6883215 -23.5522806, -46.68833 -23.5522681, -46.688273 -23.5522349))",courthouse,Fórum Regional de Pinheiros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,27.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6342133 -23.5227111, -46.6342308 -23.5227589, -46.6342704 -23.5227458, -46.6343185 -23.5228798, -46.6347089 -23.5227598, -46.6346743 -23.5226615, -46.6343482 -23.5227594, -46.6343371 -23.522727, -46.6343767 -23.5227152, -46.6343528 -23.5226438, -46.6342049 -23.5226881, -46.6342133 -23.5227111))",police,Guarda Civil Metropolitana,Guarda Civil Metropolitana,Q111137534,,,,São Paulo,680,,Avenida do Estado,,,,2024-04-13,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,6.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4362041 -23.544735, -46.4362879 -23.5452729, -46.4361093 -23.5452963, -46.4360255 -23.5447584, -46.4362041 -23.544735))",police,Policia Militar de SP,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5845077 -23.517549, -46.5842682 -23.5177086, -46.5842878 -23.5177337, -46.5843153 -23.5177687, -46.5843574 -23.5178225, -46.5843764 -23.5178467, -46.5843802 -23.5178516, -46.5843839 -23.5178563, -46.5844079 -23.5178869, -46.58467 -23.5182214, -46.584714 -23.5181917, -46.5847487 -23.5181683, -46.58479 -23.5181405, -46.5848267 -23.5181158, -46.5848699 -23.5180866, -46.5850271 -23.5179807, -46.585064 -23.5179558, -46.5848166 -23.5176451, -46.5846635 -23.5174452, -46.5845077 -23.517549))",police,19º Distrito Policial,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,1181,02115-001,Rua Amambaí,,,Vila Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6252519 -23.5290464, -46.6251925 -23.5290478, -46.6251958 -23.5291731, -46.6251992 -23.5293045, -46.6252587 -23.5293032, -46.6252552 -23.5291707, -46.6252519 -23.5290464))",police,Centro Administrativo da Polícia Militar,Polícia Militar do Estado de São Paulo,Q10351025,,,PMESP,São Paulo,250,03033-020,Avenida Cruzeiro do Sul,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,roof,1,,2.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6027882 -23.5296083, -46.6027687 -23.5296329, -46.6027629 -23.5296328, -46.6027556 -23.5296338, -46.6027487 -23.5296359, -46.6027422 -23.5296391, -46.6027365 -23.5296433, -46.6027316 -23.5296483, -46.6027277 -23.529654, -46.602725 -23.5296603, -46.6027235 -23.5296669, -46.6027233 -23.5296737, -46.6027243 -23.5296803, -46.6027266 -23.5296867, -46.6027301 -23.5296927, -46.6027346 -23.529698, -46.6027401 -23.5297025, -46.6027463 -23.5297061, -46.6027524 -23.5297099, -46.6027591 -23.5297126, -46.6027662 -23.5297141, -46.6027736 -23.5297144, -46.6027808 -23.5297134, -46.6027877 -23.5297112, -46.6027941 -23.5297078, -46.6027996 -23.5297034, -46.6028041 -23.5296981, -46.6028075 -23.5296921, -46.6028096 -23.5296856, -46.6028104 -23.5296789, -46.6028097 -23.5296722, -46.6028077 -23.5296657, -46.6028043 -23.5296594, -46.6028252 -23.5296348, -46.6027882 -23.5296083))",police,Posto da Polícia Militar,,,,,,São Paulo,,,Rua Marcos Arruda,,,Belenzinho,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5936718 -23.5486716, -46.5937382 -23.5487248, -46.5937851 -23.5486749, -46.5937661 -23.5486576, -46.593756 -23.5486677, -46.5936575 -23.5485903, -46.5936674 -23.5485794, -46.5936067 -23.5485319, -46.5935594 -23.5485815, -46.5936718 -23.5486716))",police,Polícia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,7.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5999871 -23.5576412, -46.6000212 -23.5576957, -46.6000516 -23.557656, -46.6000212 -23.5576207, -46.5999871 -23.5576412))",police,Policia Militar,,,,,,São Paulo,21,03119-000,Rua Madre de Deus,,,Mooca,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4669677 -23.5670073, -46.4665385 -23.5671253, -46.4662918 -23.5664074, -46.4667209 -23.5662845, -46.4669677 -23.5670073))",fire_station,2º Subgrupamento de Bombeiros Itaquera,Corpo de Bombeiros Militar do Estado de São Paulo,Q10260738,,,CBPMESP,São Paulo,154,08270-700,Avenida Oswaldo Pucci,,,Parque do Carmo,,,,+55 11 3396-2640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4662101 -23.5664202, -46.4658879 -23.566519, -46.4661612 -23.5672539, -46.4664793 -23.5671576, -46.4662101 -23.5664202))",police,53º Distrito Policial Parque do Carmo,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,180,08270-700,Avenida Oswaldo Pucci,,,Parque do Carmo,,,,+55 11 2748-4900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6948269 -23.6331582, -46.6950177 -23.6328946, -46.6948611 -23.6327995, -46.6947794 -23.6329123, -46.694801 -23.6329254, -46.6946919 -23.6330762, -46.6948269 -23.6331582))",fire_station,,,,,,,São Paulo,116,,Rua Henri Dunant,,,,,,,,,,,,,BR,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7270757 -23.5881312, -46.7269792 -23.5887334, -46.7269255 -23.5888035, -46.7263636 -23.5884102, -46.726601 -23.588114, -46.7265594 -23.5880857, -46.7267096 -23.5879001, -46.7270757 -23.5881312))",police,34º Distrito Delegacia de Polícia Civil,Polícia Civil do Estado de São Paulo,Q10350993,,,,,2971,,Avenida Professor Francisco Morato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6282677 -23.5036804, -46.6282946 -23.503919, -46.627675 -23.5039583, -46.6276535 -23.5037788, -46.6282677 -23.5036804))",fire_station,2º PB SANTANA,,,,,,São Paulo,3351,02022-011,Avenida Brás Leme,,,Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.620429 -23.4782375, -46.6205079 -23.4781354, -46.6204371 -23.4780888, -46.6203958 -23.4781404, -46.6203572 -23.4781885, -46.620429 -23.4782375))",police,3ª Cia 43º BPM,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,,,,,,,,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,6.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.5634514 -23.5367571, -46.5632314 -23.5367177, -46.5633521 -23.5359824, -46.5635828 -23.5360144, -46.5634514 -23.5367571))",police,52º Distrito Policial do Parque São Jorge,Polícia Civil do Estado de São Paulo,Q10350993,,,,São Paulo,400,,Rua Doutor Coryntho Baldoíno Costa,,,Parque São Jorge,,,,,,,,,,,,,,,,,,,,,,,,5ª Delegacia de Defesa da Mulher de São Paulo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6698895 -23.538426, -46.6697581 -23.5382536, -46.6696764 -23.5383072, -46.6697163 -23.5383589, -46.6697053 -23.5383662, -46.6697104 -23.5383728, -46.669834 -23.5385329, -46.6698528 -23.5385573, -46.6698953 -23.5386131, -46.669987 -23.5385539, -46.6698895 -23.538426))",courthouse,Juizado Especial Cível Central Puc São Paulo,,,,,,São Paulo,295,05008-000,"Rua João Ramalho,",,,Perdizes,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,3.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6655818 -23.5949729, -46.665495 -23.5950319, -46.6655173 -23.5950598, -46.665481 -23.5950845, -46.665501 -23.5951095, -46.6655394 -23.5950834, -46.6655463 -23.5950921, -46.665639 -23.5950291, -46.6655996 -23.5949798, -46.6655917 -23.5949852, -46.6655818 -23.5949729))",police,Polícia Militar. 3ª Companhia do 12º BPM/M,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,1450,,Avenida Quarto Centenário,,,Jardim Luzitânia,,,,,,,,,,,,,,,,,,pmsp,,,,,,,yes,,,7.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6997231 -23.7285509, -46.6997553 -23.7287253, -46.6993825 -23.7287253, -46.699405 -23.7285171, -46.6994435 -23.7284857, -46.6997231 -23.7285509))",police,,,,,,,São Paulo,,,,,,Jardim Presidente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6359593 -23.5963516, -46.6360762 -23.5963478, -46.6361126 -23.5963482, -46.6362317 -23.5963495, -46.6362588 -23.5963498, -46.6364138 -23.5963515, -46.6364612 -23.596352, -46.6364594 -23.5964912, -46.6364549 -23.5968392, -46.6364535 -23.5969419, -46.6359573 -23.5969243, -46.6359561 -23.596883, -46.6359571 -23.5968061, -46.6359575 -23.5967766, -46.6359609 -23.596516, -46.6359613 -23.5964858, -46.635959 -23.5963866, -46.6359593 -23.5963516))",fire_station,Corpo de Bombeiros Vila Mariana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7386441 -23.4911725, -46.7388819 -23.4912489, -46.738707 -23.4915433, -46.7385558 -23.4914776, -46.7385005 -23.4915776, -46.7382285 -23.4914862, -46.7384063 -23.4912135, -46.7386441 -23.4911725))",fire_station,2º GRUPAMENTO DO BATALHAO DO CORPO DE BOMBEIROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.4437861 -23.530656, -46.4438557 -23.5309791, -46.4437676 -23.5311008, -46.4437519 -23.5311224, -46.4436362 -23.5312822, -46.443088 -23.5309364, -46.4437861 -23.530656))",police,3ª Companhia de Radio Patrulhamento,Polícia Militar do Estado de São Paulo,Q10351025,military,,PMESP,São Paulo,3,,Estrada Itaquera-Guaianazes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.688255 -23.6882185, -46.688152 -23.6883044, -46.6879213 -23.6880725, -46.6880243 -23.6879866, -46.688255 -23.6882185))",police,22º Batalhão da Polícia Militar,Polícia Militar do Estado de São Paulo,Q10351025,military,police,PMESP,São Paulo,,04444-000,Rua Miguel Yunes,,,Vila Arriete,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
